32.891866,0.442354
18.501114,39.618844
34.563149,28.620989
33.424949,21.993937
9.032920,3.000374
40.056042,34.138145
16.126576,42.049227
1.244825,44.914908
25.130610,49.286197
46.670000,20.615788
7.368557,30.624307
8.658221,2.541822
8.330277,20.042830
20.685659,23.146702
18.417294,36.746345
48.176126,33.532823
17.208210,35.159781
33.229134,12.603350
18.438822,39.886543
25.379955,41.416950
21.886286,11.708547
21.502186,39.357705
5.787735,9.551953
33.963734,14.381160
18.025218,2.553778
22.228852,14.504192
23.194844,23.265576
48.224462,45.312154
17.580063,37.222258
44.896523,12.715624
39.151612,12.566148
0.000000,30.074311
49.175254,24.187079
1.977641,39.027458
40.824687,12.107476
26.488259,31.378910
12.863897,43.753264
7.888647,42.976414
13.681862,25.925077
34.297105,10.404419
13.699937,33.963402
35.598643,44.030964
21.734332,22.193516
48.295958,31.682449
45.130494,38.308857
20.491481,44.219391
39.026898,17.441413
17.824194,27.450625
1.168102,44.380853
40.444042,45.151133
27.283651,19.767681
4.906542,15.568459
45.947751,27.650322
