14.169309,12.122935
13.251071,11.587456
15.307374,12.944831
13.365551,12.892458
13.739803,10.443554
12.311082,13.157120
14.873053,9.731917
14.244466,11.329839
12.200578,11.966799
13.872215,11.781646
11.438883,13.091551
14.676595,11.426824
27.698187,30.657173
14.296777,10.249119
14.919808,11.824049
10.761864,13.298551
14.952546,12.096155
10.730283,12.795995
33.293404,21.478924
11.398076,11.992187
15.371880,12.810148
15.127415,12.169306
33.370659,21.056863
11.469792,11.960097
10.323598,12.346869
10.371599,12.036894
32.923010,21.313658
9.919073,13.240619
14.400110,12.334450
14.267567,9.945198
15.112024,13.210043
29.659370,34.050909
15.480809,12.128111
11.589621,13.163852
15.249266,13.448965
12.224285,12.664999
10.806155,12.170375
16.571879,13.298998
28.863192,37.082061
10.969900,13.643647
15.714554,11.374967
12.074581,13.954182
11.685895,12.501165
14.687877,11.734916
14.581237,11.579833
14.507258,11.928918
14.056515,13.142907
10.494497,10.872207
10.275984,13.428375
11.737571,12.825928
13.997928,11.318105
13.248154,12.550387
14.990626,13.319434
